================================================================================
MONITEUR MÉMOIRE REFORGER WORKBENCH - 2026-06-09 13:02:04
================================================================================
Intervalle: 1.0s
GPU détecté: AMD Radeon 780M Graphics
================================================================================

[13:02:04] +   0.0s | RAM: 11.24/27.65 GB ( 40.7%) | VRAM: N/A
[13:32:09] +1804.1s | RAM: 12.96/27.65 GB ( 46.9%) | VRAM: N/A
[13:32:10] +1805.1s | RAM: 13.31/27.65 GB ( 48.2%) | VRAM: N/A
[13:32:11] +1806.1s | RAM: 13.67/27.65 GB ( 49.4%) | VRAM: N/A
[13:32:12] +1807.1s | RAM: 13.62/27.65 GB ( 49.3%) | VRAM: N/A
[13:32:13] +1808.1s | RAM: 13.80/27.65 GB ( 49.9%) | VRAM: N/A
[13:32:14] +1809.2s | RAM: 13.81/27.65 GB ( 49.9%) | VRAM: N/A
[13:32:15] +1810.2s | RAM: 13.83/27.65 GB ( 50.0%) | VRAM: N/A
[13:32:16] +1811.2s | RAM: 13.83/27.65 GB ( 50.0%) | VRAM: N/A
[13:32:17] +1812.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:32:18] +1813.3s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:32:19] +1814.3s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:32:20] +1815.3s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:32:21] +1816.3s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:32:22] +1817.4s | RAM: 14.03/27.65 GB ( 50.7%) | VRAM: N/A
[13:32:23] +1818.4s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:24] +1819.4s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:25] +1820.5s | RAM: 13.83/27.65 GB ( 50.0%) | VRAM: N/A
[13:32:26] +1821.5s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:32:27] +1822.5s | RAM: 13.99/27.65 GB ( 50.6%) | VRAM: N/A
[13:32:28] +1823.5s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:29] +1824.6s | RAM: 13.84/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:30] +1825.6s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:31] +1826.6s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:32] +1827.6s | RAM: 13.85/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:33] +1828.6s | RAM: 13.86/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:34] +1829.7s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:35] +1830.7s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:36] +1831.7s | RAM: 13.88/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:37] +1832.7s | RAM: 14.05/27.65 GB ( 50.8%) | VRAM: N/A
[13:32:38] +1833.7s | RAM: 13.89/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:39] +1834.8s | RAM: 13.89/27.65 GB ( 50.2%) | VRAM: N/A
[13:32:40] +1835.8s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:41] +1836.8s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:42] +1837.8s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:43] +1838.8s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:32:44] +1839.8s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:45] +1840.8s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:46] +1841.9s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:47] +1842.9s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:48] +1843.9s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:49] +1844.9s | RAM: 13.75/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:50] +1845.9s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:51] +1847.0s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:32:52] +1848.0s | RAM: 13.81/27.65 GB ( 50.0%) | VRAM: N/A
[13:32:53] +1849.0s | RAM: 13.84/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:54] +1850.0s | RAM: 13.84/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:55] +1851.0s | RAM: 13.86/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:57] +1852.0s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:32:58] +1853.0s | RAM: 13.84/27.65 GB ( 50.1%) | VRAM: N/A
[13:32:59] +1854.1s | RAM: 13.74/27.65 GB ( 49.7%) | VRAM: N/A
[13:33:00] +1855.1s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:01] +1856.1s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:02] +1857.1s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:03] +1858.2s | RAM: 13.93/27.65 GB ( 50.4%) | VRAM: N/A
[13:33:04] +1859.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:05] +1860.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:06] +1861.2s | RAM: 13.77/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:07] +1862.2s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:08] +1863.2s | RAM: 13.76/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:09] +1864.3s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:10] +1865.3s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:33:11] +1866.3s | RAM: 14.03/27.65 GB ( 50.8%) | VRAM: N/A
[13:33:12] +1867.3s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:13] +1868.3s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:14] +1869.4s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:15] +1870.4s | RAM: 14.03/27.65 GB ( 50.8%) | VRAM: N/A
[13:33:16] +1871.4s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:17] +1872.4s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:18] +1873.5s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:19] +1874.5s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:20] +1875.5s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:21] +1876.5s | RAM: 14.01/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:22] +1877.5s | RAM: 14.17/27.65 GB ( 51.2%) | VRAM: N/A
[13:33:23] +1878.6s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:24] +1879.6s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:25] +1880.6s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:26] +1881.6s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:27] +1882.6s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:28] +1883.6s | RAM: 14.16/27.65 GB ( 51.2%) | VRAM: N/A
[13:33:29] +1884.6s | RAM: 14.00/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:30] +1885.7s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:31] +1886.7s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:32] +1887.7s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:33] +1888.8s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:34] +1889.8s | RAM: 14.02/27.65 GB ( 50.7%) | VRAM: N/A
[13:33:35] +1890.8s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:36] +1891.8s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:37] +1892.8s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:38] +1893.8s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:39] +1894.9s | RAM: 14.00/27.65 GB ( 50.6%) | VRAM: N/A
[13:33:40] +1895.9s | RAM: 13.94/27.65 GB ( 50.4%) | VRAM: N/A
[13:33:41] +1896.9s | RAM: 13.92/27.65 GB ( 50.4%) | VRAM: N/A
[13:33:42] +1897.9s | RAM: 13.78/27.65 GB ( 49.8%) | VRAM: N/A
[13:33:43] +1899.0s | RAM: 13.72/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:44] +1900.0s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:45] +1901.0s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:46] +1902.0s | RAM: 13.72/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:48] +1903.0s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:33:49] +1904.1s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:50] +1905.1s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:51] +1906.1s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:52] +1907.1s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:53] +1908.1s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:54] +1909.1s | RAM: 13.87/27.65 GB ( 50.2%) | VRAM: N/A
[13:33:55] +1910.1s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:56] +1911.2s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:57] +1912.2s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:58] +1913.2s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:33:59] +1914.2s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:00] +1915.3s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:34:01] +1916.3s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:02] +1917.3s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:03] +1918.3s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:04] +1919.3s | RAM: 13.71/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:05] +1920.4s | RAM: 13.70/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:06] +1921.4s | RAM: 13.73/27.65 GB ( 49.7%) | VRAM: N/A
[13:34:07] +1922.4s | RAM: 13.72/27.65 GB ( 49.6%) | VRAM: N/A
[13:34:08] +1923.5s | RAM: 13.82/27.65 GB ( 50.0%) | VRAM: N/A
[13:34:09] +1924.5s | RAM: 15.25/27.65 GB ( 55.2%) | VRAM: N/A
[13:34:10] +1925.5s | RAM: 17.00/27.65 GB ( 61.5%) | VRAM: N/A
[13:34:11] +1926.5s | RAM: 18.44/27.65 GB ( 66.7%) | VRAM: N/A
[13:34:12] +1927.5s | RAM: 19.72/27.65 GB ( 71.3%) | VRAM: N/A
[13:34:13] +1928.6s | RAM: 20.88/27.65 GB ( 75.5%) | VRAM: N/A
[13:34:14] +1929.6s | RAM: 22.18/27.65 GB ( 80.2%) | VRAM: N/A
[13:34:15] +1930.6s | RAM: 23.56/27.65 GB ( 85.2%) | VRAM: N/A
[13:34:16] +1931.6s | RAM: 23.57/27.65 GB ( 85.2%) | VRAM: N/A
[13:34:17] +1932.6s | RAM: 23.57/27.65 GB ( 85.2%) | VRAM: N/A
[13:34:18] +1933.6s | RAM: 23.56/27.65 GB ( 85.2%) | VRAM: N/A
[13:34:19] +1934.6s | RAM: 23.57/27.65 GB ( 85.3%) | VRAM: N/A
[13:34:20] +1935.6s | RAM: 23.47/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:21] +1936.6s | RAM: 23.47/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:22] +1937.7s | RAM: 23.47/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:23] +1938.7s | RAM: 23.47/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:24] +1939.7s | RAM: 23.47/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:25] +1940.7s | RAM: 23.47/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:26] +1941.7s | RAM: 23.48/27.65 GB ( 84.9%) | VRAM: N/A
[13:34:27] +1942.8s | RAM: 24.65/27.65 GB ( 89.2%) | VRAM: N/A
[13:34:28] +1943.8s | RAM: 25.50/27.65 GB ( 92.2%) | VRAM: N/A
[13:34:29] +1944.8s | RAM: 26.08/27.65 GB ( 94.3%) | VRAM: N/A
[13:34:30] +1945.8s | RAM: 26.37/27.65 GB ( 95.4%) | VRAM: N/A
[13:34:31] +1946.8s | RAM: 26.70/27.65 GB ( 96.6%) | VRAM: N/A
[13:34:32] +1947.8s | RAM: 26.94/27.65 GB ( 97.4%) | VRAM: N/A
[13:34:33] +1948.9s | RAM: 26.93/27.65 GB ( 97.4%) | VRAM: N/A
[13:34:34] +1949.9s | RAM: 26.76/27.65 GB ( 96.8%) | VRAM: N/A
[13:34:35] +1950.9s | RAM: 26.62/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:36] +1951.9s | RAM: 26.62/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:37] +1952.9s | RAM: 26.61/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:38] +1953.9s | RAM: 26.62/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:39] +1954.9s | RAM: 26.61/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:40] +1956.0s | RAM: 26.62/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:41] +1957.0s | RAM: 26.52/27.65 GB ( 95.9%) | VRAM: N/A
[13:34:42] +1958.0s | RAM: 26.62/27.65 GB ( 96.3%) | VRAM: N/A
[13:34:43] +1959.0s | RAM: 26.64/27.65 GB ( 96.4%) | VRAM: N/A
[13:34:44] +1960.0s | RAM: 26.64/27.65 GB ( 96.4%) | VRAM: N/A
[13:34:45] +1961.0s | RAM: 26.79/27.65 GB ( 96.9%) | VRAM: N/A
[13:34:46] +1962.0s | RAM: 26.81/27.65 GB ( 97.0%) | VRAM: N/A
[13:34:48] +1963.0s | RAM: 26.99/27.65 GB ( 97.6%) | VRAM: N/A
[13:34:49] +1964.1s | RAM: 27.17/27.65 GB ( 98.3%) | VRAM: N/A
[13:34:50] +1965.1s | RAM: 26.75/27.65 GB ( 96.8%) | VRAM: N/A
[13:34:51] +1966.1s | RAM: 26.48/27.65 GB ( 95.8%) | VRAM: N/A
[13:34:52] +1967.1s | RAM: 26.35/27.65 GB ( 95.3%) | VRAM: N/A
[13:34:53] +1968.1s | RAM: 26.56/27.65 GB ( 96.1%) | VRAM: N/A
[13:34:54] +1969.2s | RAM: 26.44/27.65 GB ( 95.6%) | VRAM: N/A
[13:34:55] +1970.2s | RAM: 26.66/27.65 GB ( 96.4%) | VRAM: N/A
[13:34:56] +1971.2s | RAM: 26.49/27.65 GB ( 95.8%) | VRAM: N/A
[13:34:57] +1972.2s | RAM: 26.59/27.65 GB ( 96.2%) | VRAM: N/A
[13:34:58] +1973.3s | RAM: 26.59/27.65 GB ( 96.2%) | VRAM: N/A
[13:34:59] +1974.3s | RAM: 26.60/27.65 GB ( 96.2%) | VRAM: N/A
[13:35:00] +1975.3s | RAM: 26.76/27.65 GB ( 96.8%) | VRAM: N/A
[13:35:01] +1976.3s | RAM: 26.79/27.65 GB ( 96.9%) | VRAM: N/A
[13:35:02] +1977.4s | RAM: 26.87/27.65 GB ( 97.2%) | VRAM: N/A
[13:35:03] +1978.4s | RAM: 26.90/27.65 GB ( 97.3%) | VRAM: N/A
[13:35:04] +1979.4s | RAM: 26.92/27.65 GB ( 97.4%) | VRAM: N/A
[13:35:05] +1980.4s | RAM: 26.92/27.65 GB ( 97.4%) | VRAM: N/A
[13:35:06] +1981.4s | RAM: 27.65/27.65 GB (100.0%) | VRAM: N/A
[13:35:08] +1983.2s | RAM: 27.25/27.65 GB ( 98.6%) | VRAM: N/A
[13:35:09] +1984.2s | RAM: 26.62/27.65 GB ( 96.3%) | VRAM: N/A
[13:35:10] +1985.2s | RAM: 25.34/27.65 GB ( 91.7%) | VRAM: N/A
[13:35:11] +1986.3s | RAM: 24.78/27.65 GB ( 89.6%) | VRAM: N/A
[13:35:12] +1987.3s | RAM: 24.42/27.65 GB ( 88.3%) | VRAM: N/A
[13:35:13] +1988.3s | RAM: 24.34/27.65 GB ( 88.0%) | VRAM: N/A
[13:35:14] +1989.3s | RAM: 24.25/27.65 GB ( 87.7%) | VRAM: N/A
[13:35:15] +1990.4s | RAM: 24.25/27.65 GB ( 87.7%) | VRAM: N/A
[13:35:16] +1991.4s | RAM: 24.34/27.65 GB ( 88.0%) | VRAM: N/A
[13:35:17] +1992.4s | RAM: 24.17/27.65 GB ( 87.4%) | VRAM: N/A
[13:35:18] +1993.4s | RAM: 24.32/27.65 GB ( 88.0%) | VRAM: N/A
[13:35:19] +1994.5s | RAM: 24.41/27.65 GB ( 88.3%) | VRAM: N/A
[13:35:20] +1995.5s | RAM: 24.54/27.65 GB ( 88.8%) | VRAM: N/A
[13:35:21] +1996.5s | RAM: 24.67/27.65 GB ( 89.2%) | VRAM: N/A
[13:35:22] +1997.5s | RAM: 24.84/27.65 GB ( 89.8%) | VRAM: N/A
[13:35:23] +1998.6s | RAM: 24.96/27.65 GB ( 90.3%) | VRAM: N/A

================================================================================
FIN - 2026-06-09 13:35:24
Durée totale: 1999.1s
Mesures enregistrées: 1953
================================================================================
